,enrollee_id,city,city_development_index,gender,relevent_experience,enrolled_university,education_level,major_discipline,company_type,training_hours,Experience,Company_Size,Last_new_job
485,4806,city_114,0.926,Male,No relevent experience,No enrollment,Masters,Humanities,Pvt Ltd,19,18,250.0,5
486,23700,city_100,0.887,,No relevent experience,Full time course,Phd,STEM,Public Sector,106,21,750.0,5
487,5956,city_114,0.926,Male,No relevent experience,Full time course,High School,,,14,6,,0
488,2441,city_114,0.926,Male,Has relevent experience,No enrollment,Masters,STEM,Pvt Ltd,36,21,2500.0,5
489,20068,city_114,0.926,Male,Has relevent experience,Part time course,Graduate,Humanities,,72,21,,5
490,18369,city_21,0.624,,No relevent experience,No enrollment,Masters,STEM,Public Sector,50,11,8.0,2
491,28121,city_21,0.624,Male,Has relevent experience,No enrollment,Graduate,STEM,Pvt Ltd,17,5,30.0,5
492,15061,city_136,0.897,Male,Has relevent experience,Full time course,Masters,STEM,,15,0,7500.0,4
493,7443,city_173,0.878,Male,Has relevent experience,No enrollment,Masters,STEM,Pvt Ltd,334,8,10500.0,1
494,14456,city_21,0.624,Female,Has relevent experience,Full time course,Graduate,STEM,Pvt Ltd,33,0,75.0,1
495,1864,city_103,0.92,Male,Has relevent experience,No enrollment,Graduate,STEM,Early Stage Startup,92,8,250.0,2
496,23766,city_103,0.92,Male,No relevent experience,No enrollment,Graduate,STEM,Pvt Ltd,250,6,10500.0,1
497,13051,city_136,0.897,Male,Has relevent experience,Full time course,Masters,STEM,,33,16,,1
498,25644,city_16,0.91,,Has relevent experience,No enrollment,Graduate,STEM,Pvt Ltd,304,21,250.0,3
499,16941,city_103,0.92,Male,Has relevent experience,Part time course,Graduate,Business Degree,Pvt Ltd,64,5,75.0,4
500,30388,city_67,0.855,Male,Has relevent experience,No enrollment,Graduate,STEM,Pvt Ltd,64,7,10500.0,1
501,5861,city_104,0.924,Male,Has relevent experience,No enrollment,Graduate,STEM,Pvt Ltd,39,16,250.0,5
502,9840,city_114,0.926,Male,No relevent experience,Full time course,High School,,Public Sector,81,8,,1
503,16203,city_89,0.925,Male,Has relevent experience,No enrollment,Graduate,STEM,Pvt Ltd,67,9,,1
504,23986,city_128,0.527,Male,No relevent experience,No enrollment,Masters,STEM,,30,0,,1
505,6889,city_28,0.939,Male,Has relevent experience,No enrollment,Masters,STEM,Pvt Ltd,152,13,8.0,1
506,3658,city_16,0.91,Male,Has relevent experience,No enrollment,High School,,Pvt Ltd,102,12,75.0,1
507,4004,city_103,0.92,Male,Has relevent experience,No enrollment,Masters,STEM,Funded Startup,119,1,30.0,1
508,14620,city_16,0.91,Male,Has relevent experience,No enrollment,Masters,STEM,Pvt Ltd,7,21,250.0,5
509,18979,city_114,0.926,,Has relevent experience,No enrollment,Masters,STEM,Pvt Ltd,172,14,75.0,1
510,25101,city_21,0.624,,No relevent experience,Full time course,Masters,STEM,Pvt Ltd,284,2,7500.0,1
511,10873,city_114,0.926,Male,No relevent experience,Full time course,High School,,,36,3,,0
512,24570,city_16,0.91,Male,Has relevent experience,No enrollment,Graduate,Humanities,Pvt Ltd,89,21,10500.0,5
513,25051,city_103,0.92,Male,No relevent experience,Full time course,Graduate,STEM,,107,9,,4
514,22366,city_90,0.698,Male,Has relevent experience,Part time course,Masters,STEM,Funded Startup,10,13,75.0,1
515,11762,city_105,0.794,Male,No relevent experience,No enrollment,Masters,Business Degree,Pvt Ltd,54,0,250.0,2
516,9993,city_16,0.91,Male,No relevent experience,No enrollment,Graduate,STEM,Public Sector,46,4,7500.0,2
517,31464,city_80,0.847,Male,No relevent experience,No enrollment,Primary School,,,43,3,,0
518,5040,city_64,0.6659999999999999,Female,Has relevent experience,No enrollment,Graduate,Other,Pvt Ltd,44,3,30.0,2
519,976,city_67,0.855,Male,Has relevent experience,No enrollment,Graduate,STEM,Pvt Ltd,57,7,250.0,2
520,30784,city_114,0.926,Male,Has relevent experience,Full time course,High School,,Pvt Ltd,180,17,750.0,5
521,31557,city_100,0.887,Male,No relevent experience,No enrollment,Graduate,Humanities,,15,1,,1
522,22982,city_16,0.91,Male,Has relevent experience,No enrollment,Masters,STEM,Pvt Ltd,50,21,250.0,1
523,29300,city_16,0.91,Male,Has relevent experience,No enrollment,Graduate,STEM,Pvt Ltd,33,21,30.0,1
524,5932,city_72,0.795,Male,Has relevent experience,No enrollment,Graduate,STEM,Pvt Ltd,116,6,7500.0,1
525,31852,city_73,0.754,Male,Has relevent experience,No enrollment,Graduate,STEM,,4,4,75.0,2
526,20833,city_103,0.92,Male,Has relevent experience,No enrollment,Graduate,STEM,Pvt Ltd,124,13,30.0,1
527,9501,city_71,0.884,Male,Has relevent experience,No enrollment,Graduate,STEM,,20,5,250.0,1
528,9707,city_103,0.92,Male,No relevent experience,Full time course,Graduate,STEM,,96,8,,2
529,20756,city_116,0.743,Male,Has relevent experience,No enrollment,Masters,STEM,Pvt Ltd,42,3,750.0,1
530,11541,city_114,0.926,Male,No relevent experience,No enrollment,Masters,Humanities,NGO,34,9,75.0,1
531,28084,city_136,0.897,Male,Has relevent experience,No enrollment,Masters,STEM,Pvt Ltd,14,21,250.0,5
532,9726,city_160,0.92,Male,Has relevent experience,No enrollment,Graduate,STEM,,42,16,,5
533,31483,city_10,0.895,,No relevent experience,No enrollment,Graduate,STEM,Pvt Ltd,40,14,2500.0,
534,17440,city_171,0.664,Male,Has relevent experience,No enrollment,,,,33,9,,1
535,30836,city_134,0.698,Male,No relevent experience,No enrollment,Graduate,STEM,Pvt Ltd,21,6,,1
536,139,city_103,0.92,Male,Has relevent experience,No enrollment,Graduate,STEM,Pvt Ltd,52,17,750.0,1
537,2606,city_158,0.7659999999999999,Male,No relevent experience,Full time course,Graduate,STEM,,99,10,,0
538,14158,city_103,0.92,,Has relevent experience,No enrollment,Masters,STEM,,18,9,,1
539,13100,city_27,0.848,Male,Has relevent experience,No enrollment,Graduate,STEM,,109,10,,2
540,30502,city_103,0.92,Male,Has relevent experience,No enrollment,Graduate,STEM,Public Sector,22,9,7500.0,1
541,24245,city_16,0.91,Male,Has relevent experience,No enrollment,High School,,Pvt Ltd,56,21,30.0,1
542,28562,city_50,0.8959999999999999,Male,Has relevent experience,No enrollment,Masters,STEM,,170,21,,4
543,12735,city_50,0.8959999999999999,Male,Has relevent experience,No enrollment,Graduate,STEM,,24,8,75.0,2
544,4114,city_114,0.926,Female,Has relevent experience,No enrollment,Graduate,STEM,Pvt Ltd,44,10,75.0,3
545,30367,city_102,0.804,Male,No relevent experience,No enrollment,Masters,STEM,,66,16,,2
546,5412,city_173,0.878,Male,Has relevent experience,No enrollment,Graduate,STEM,,70,1,,1
547,27834,city_50,0.8959999999999999,Male,Has relevent experience,No enrollment,Masters,STEM,Pvt Ltd,40,7,750.0,1
548,4709,city_90,0.698,Male,No relevent experience,No enrollment,Primary School,,,88,2,,0
549,23880,city_13,0.8270000000000001,,No relevent experience,No enrollment,Graduate,Humanities,,44,0,,0
550,18607,city_16,0.91,Male,Has relevent experience,No enrollment,Graduate,STEM,,112,21,,1
551,15527,city_28,0.939,Male,Has relevent experience,Part time course,High School,,,144,6,10500.0,1
552,13748,city_73,0.754,Male,Has relevent experience,No enrollment,Graduate,STEM,Pvt Ltd,41,17,10500.0,1
553,24331,city_21,0.624,Male,Has relevent experience,Part time course,Graduate,STEM,Pvt Ltd,52,5,2500.0,3
554,10636,city_65,0.802,Male,Has relevent experience,No enrollment,Graduate,No Major,Pvt Ltd,33,12,2500.0,5
555,12488,city_21,0.624,,Has relevent experience,No enrollment,Graduate,STEM,Early Stage Startup,56,2,8.0,1
556,16660,city_114,0.926,Male,Has relevent experience,No enrollment,High School,,Pvt Ltd,84,2,250.0,1
557,2892,city_41,0.8270000000000001,,Has relevent experience,,Masters,STEM,,109,8,,
558,6332,city_160,0.92,,Has relevent experience,No enrollment,Masters,STEM,,51,11,,1
559,6504,city_21,0.624,Male,Has relevent experience,Full time course,Masters,STEM,Pvt Ltd,108,12,10500.0,0
560,19043,city_46,0.762,Male,Has relevent experience,No enrollment,Graduate,STEM,Pvt Ltd,44,9,75.0,1
561,22715,city_162,0.767,Male,Has relevent experience,No enrollment,Graduate,STEM,Pvt Ltd,24,11,250.0,5
562,27606,city_104,0.924,Male,Has relevent experience,No enrollment,Graduate,STEM,Pvt Ltd,6,14,30.0,2
563,33052,city_99,0.915,Male,Has relevent experience,No enrollment,Graduate,STEM,Pvt Ltd,25,15,250.0,1
564,6793,city_138,0.836,Male,No relevent experience,No enrollment,Masters,STEM,Funded Startup,102,9,75.0,1
565,16595,city_21,0.624,Male,Has relevent experience,No enrollment,Graduate,STEM,Pvt Ltd,8,10,10500.0,2
566,18261,city_136,0.897,Male,Has relevent experience,No enrollment,Masters,STEM,NGO,26,8,30.0,0
567,27307,city_114,0.926,Male,Has relevent experience,No enrollment,Graduate,STEM,,50,9,750.0,2
568,25699,city_16,0.91,,No relevent experience,Full time course,Graduate,STEM,,31,7,,0
569,11707,city_103,0.92,Male,Has relevent experience,No enrollment,Masters,STEM,Pvt Ltd,21,21,75.0,3
570,21613,city_21,0.624,Female,Has relevent experience,No enrollment,Graduate,STEM,Pvt Ltd,54,5,2500.0,1
571,32057,city_116,0.743,,Has relevent experience,No enrollment,Masters,STEM,,26,14,,1
572,115,city_61,0.913,Male,Has relevent experience,No enrollment,Graduate,STEM,Pvt Ltd,10,12,2500.0,1
573,6823,city_28,0.939,Male,Has relevent experience,No enrollment,Graduate,STEM,Funded Startup,167,21,75.0,1
574,14353,city_149,0.6890000000000001,Male,No relevent experience,Full time course,Primary School,,Early Stage Startup,70,4,8.0,1
575,26805,city_103,0.92,,No relevent experience,Full time course,Graduate,STEM,,41,0,,5
576,15635,city_149,0.6890000000000001,Male,No relevent experience,Full time course,High School,,,122,2,,1
577,26417,city_16,0.91,Male,Has relevent experience,No enrollment,Masters,STEM,Pvt Ltd,29,21,10500.0,1
578,3848,city_160,0.92,Male,Has relevent experience,No enrollment,Graduate,STEM,Pvt Ltd,18,13,75.0,3
579,17211,city_21,0.624,Male,Has relevent experience,Full time course,Graduate,STEM,Pvt Ltd,4,9,75.0,2
580,13103,city_103,0.92,Female,Has relevent experience,No enrollment,Graduate,STEM,Pvt Ltd,5,13,10500.0,3
581,5243,city_101,0.5579999999999999,,Has relevent experience,No enrollment,Graduate,STEM,Pvt Ltd,12,6,30.0,5
582,2107,city_162,0.767,Male,Has relevent experience,Part time course,Graduate,Business Degree,Pvt Ltd,29,14,75.0,3
583,30974,city_104,0.924,Male,Has relevent experience,No enrollment,Graduate,STEM,Pvt Ltd,24,21,75.0,2
584,2998,city_136,0.897,Male,No relevent experience,Part time course,Masters,STEM,Pvt Ltd,21,4,10500.0,1
585,22975,city_160,0.92,Male,Has relevent experience,No enrollment,Graduate,STEM,,138,21,,2
586,27239,city_21,0.624,Male,No relevent experience,,Graduate,STEM,Pvt Ltd,90,1,,1
587,18463,city_103,0.92,Male,No relevent experience,Full time course,Graduate,STEM,,84,6,,0
588,21490,city_21,0.624,,Has relevent experience,No enrollment,Masters,STEM,Pvt Ltd,99,4,250.0,
589,30657,city_65,0.802,Male,No relevent experience,No enrollment,Graduate,STEM,Pvt Ltd,214,3,30.0,2
590,32075,city_21,0.624,Male,Has relevent experience,No enrollment,Masters,STEM,,92,8,,2
591,31141,city_103,0.92,Male,Has relevent experience,No enrollment,Graduate,STEM,Pvt Ltd,12,16,8.0,1
592,2340,city_16,0.91,Male,Has relevent experience,No enrollment,Graduate,STEM,Pvt Ltd,111,7,8.0,1
593,21188,city_16,0.91,,No relevent experience,No enrollment,Phd,STEM,NGO,28,1,10500.0,1
594,24156,city_67,0.855,Male,No relevent experience,Full time course,Graduate,STEM,,27,10,,1
595,32584,city_142,0.727,,Has relevent experience,No enrollment,Masters,STEM,Pvt Ltd,48,14,30.0,4
596,6515,city_21,0.624,,Has relevent experience,No enrollment,Graduate,STEM,Pvt Ltd,14,7,75.0,1
597,14292,city_103,0.92,,Has relevent experience,No enrollment,Masters,STEM,Pvt Ltd,292,16,10500.0,5
598,16125,city_103,0.92,,Has relevent experience,No enrollment,Graduate,Humanities,Pvt Ltd,40,19,250.0,5
599,25802,city_103,0.92,,Has relevent experience,No enrollment,Masters,STEM,,42,21,,5
600,19385,city_21,0.624,Male,Has relevent experience,No enrollment,Graduate,STEM,Pvt Ltd,36,11,10500.0,1
601,27304,city_115,0.789,Male,No relevent experience,No enrollment,Masters,STEM,Pvt Ltd,94,20,75.0,5
602,3697,city_21,0.624,,No relevent experience,Full time course,Graduate,STEM,Pvt Ltd,57,15,10500.0,5
603,11800,city_25,0.698,Male,Has relevent experience,No enrollment,Masters,STEM,Pvt Ltd,101,4,750.0,2
604,180,city_103,0.92,Male,No relevent experience,No enrollment,Graduate,Humanities,Funded Startup,35,2,250.0,2
605,7733,city_21,0.624,,Has relevent experience,Full time course,Graduate,STEM,,24,3,75.0,1
606,6935,city_16,0.91,Male,Has relevent experience,Full time course,Masters,STEM,Pvt Ltd,130,21,75.0,2
607,4082,city_103,0.92,Male,Has relevent experience,No enrollment,Graduate,STEM,Public Sector,96,21,10500.0,5
608,31959,city_104,0.924,Male,Has relevent experience,No enrollment,Graduate,STEM,Funded Startup,56,9,30.0,1
609,25113,city_21,0.624,Male,No relevent experience,Full time course,Graduate,STEM,,32,2,30.0,1
610,14329,city_57,0.866,Male,No relevent experience,Full time course,Masters,STEM,,99,8,,4
611,15570,city_114,0.926,Male,Has relevent experience,No enrollment,Graduate,Humanities,Pvt Ltd,46,10,8.0,2
612,32516,city_21,0.624,Male,Has relevent experience,No enrollment,Graduate,STEM,Early Stage Startup,50,5,8.0,1
613,2535,city_14,0.698,Male,Has relevent experience,No enrollment,Masters,STEM,Early Stage Startup,97,21,8.0,5
614,16014,city_103,0.92,Male,Has relevent experience,No enrollment,Masters,STEM,Pvt Ltd,28,17,250.0,1
615,24251,city_114,0.926,Male,No relevent experience,No enrollment,High School,,Pvt Ltd,132,7,8.0,5
616,31019,city_103,0.92,Male,No relevent experience,Full time course,Graduate,STEM,Pvt Ltd,100,4,,0
617,21012,city_103,0.92,Male,Has relevent experience,No enrollment,Graduate,STEM,Pvt Ltd,184,6,75.0,2
618,22140,city_103,0.92,,No relevent experience,No enrollment,Graduate,STEM,Public Sector,28,3,2500.0,2
619,21462,city_21,0.624,Male,No relevent experience,No enrollment,Graduate,STEM,Public Sector,218,10,10500.0,1
620,20786,city_16,0.91,Male,No relevent experience,Full time course,Masters,STEM,,3,5,,3
621,32404,city_16,0.91,Male,Has relevent experience,No enrollment,Graduate,STEM,,29,11,,4
622,16084,city_11,0.55,,Has relevent experience,Full time course,Graduate,STEM,Pvt Ltd,99,7,75.0,5
623,20103,city_103,0.92,Male,Has relevent experience,No enrollment,Masters,STEM,,18,21,,5
624,22525,city_50,0.8959999999999999,Male,Has relevent experience,No enrollment,Graduate,STEM,Pvt Ltd,7,21,10500.0,5
625,13230,city_103,0.92,Female,Has relevent experience,No enrollment,Graduate,STEM,,29,5,,1
626,29502,city_23,0.899,Male,Has relevent experience,No enrollment,High School,,Funded Startup,61,4,250.0,1
627,11646,city_10,0.895,Male,Has relevent experience,No enrollment,Graduate,STEM,Pvt Ltd,78,8,30.0,1
628,6058,city_98,0.949,Male,Has relevent experience,No enrollment,Masters,STEM,,102,15,75.0,2
629,30892,city_103,0.92,Male,Has relevent experience,No enrollment,Graduate,STEM,Pvt Ltd,10,3,750.0,1
630,31017,city_149,0.6890000000000001,Female,No relevent experience,No enrollment,Graduate,STEM,Early Stage Startup,41,4,75.0,1
631,23803,city_71,0.884,Male,Has relevent experience,Part time course,Graduate,STEM,Pvt Ltd,30,5,75.0,2
632,6831,city_128,0.527,Male,Has relevent experience,No enrollment,Graduate,STEM,Pvt Ltd,38,9,75.0,5
633,20380,city_21,0.624,Male,No relevent experience,Full time course,Masters,STEM,Pvt Ltd,28,3,,1
634,15629,city_114,0.926,Male,Has relevent experience,No enrollment,Masters,STEM,Pvt Ltd,21,18,2500.0,2
635,17342,city_114,0.926,Female,No relevent experience,Part time course,High School,,,6,16,2500.0,2
636,22359,city_103,0.92,Male,No relevent experience,No enrollment,,,,176,4,,0
637,27610,city_27,0.848,Male,Has relevent experience,No enrollment,Graduate,STEM,Pvt Ltd,31,9,8.0,2
638,26769,city_102,0.804,,No relevent experience,Full time course,Graduate,STEM,,94,4,,0
639,3979,city_73,0.754,,Has relevent experience,No enrollment,Graduate,STEM,Pvt Ltd,18,7,10500.0,1
640,25171,city_16,0.91,,No relevent experience,Full time course,Graduate,STEM,Early Stage Startup,45,3,8.0,1
641,23379,city_67,0.855,Male,No relevent experience,Part time course,Graduate,STEM,,129,16,,5
642,18138,city_27,0.848,Male,Has relevent experience,No enrollment,Graduate,STEM,Pvt Ltd,28,9,250.0,1
643,31687,city_173,0.878,Male,Has relevent experience,No enrollment,High School,,Funded Startup,105,0,30.0,1
644,23739,city_102,0.804,Male,Has relevent experience,No enrollment,Masters,STEM,,58,11,,2
645,8392,city_21,0.624,Male,No relevent experience,Full time course,Graduate,STEM,Early Stage Startup,4,3,30.0,1
646,6427,city_75,0.939,Male,Has relevent experience,Part time course,Phd,Arts,,51,21,,5
647,27813,city_16,0.91,Male,Has relevent experience,No enrollment,Phd,Humanities,Public Sector,258,16,7500.0,5
648,20687,city_104,0.924,,No relevent experience,Full time course,High School,,Pvt Ltd,30,5,250.0,
649,22527,city_33,0.4479999999999999,Male,No relevent experience,No enrollment,Graduate,STEM,,100,4,,2
650,33343,city_21,0.624,Male,Has relevent experience,No enrollment,Graduate,STEM,Pvt Ltd,52,0,250.0,1
651,818,city_103,0.92,Female,No relevent experience,No enrollment,Graduate,Humanities,Pvt Ltd,10,21,10500.0,4
652,31669,city_21,0.624,Male,No relevent experience,Full time course,High School,,,113,0,,0
653,10952,city_16,0.91,Male,No relevent experience,Full time course,Graduate,STEM,Public Sector,71,8,2500.0,1
654,16331,city_61,0.913,Male,Has relevent experience,No enrollment,Graduate,STEM,Pvt Ltd,56,16,2500.0,1
655,32029,city_103,0.92,Male,Has relevent experience,No enrollment,Phd,STEM,Public Sector,110,20,10500.0,3
656,21152,city_103,0.92,Male,Has relevent experience,No enrollment,Graduate,Humanities,Pvt Ltd,18,3,2500.0,3
657,23488,city_16,0.91,Male,No relevent experience,No enrollment,Graduate,STEM,Pvt Ltd,4,17,10500.0,5
658,11945,city_21,0.624,Male,No relevent experience,Full time course,High School,,,65,4,,0
659,1670,city_103,0.92,Female,No relevent experience,Full time course,Graduate,STEM,Public Sector,11,2,8.0,1
660,16104,city_103,0.92,,No relevent experience,No enrollment,High School,,,44,0,,0
661,4158,city_103,0.92,,No relevent experience,No enrollment,High School,,Public Sector,12,4,7500.0,2
662,29781,city_16,0.91,Male,Has relevent experience,No enrollment,Graduate,Business Degree,Funded Startup,83,4,75.0,3
663,6720,city_21,0.624,,Has relevent experience,Full time course,,,,68,2,30.0,
664,14369,city_79,0.698,,Has relevent experience,Full time course,Masters,STEM,,220,11,,1
665,20235,city_91,0.691,Male,Has relevent experience,No enrollment,High School,,Funded Startup,9,17,75.0,1
666,3617,city_16,0.91,,Has relevent experience,No enrollment,Graduate,STEM,Public Sector,66,21,75.0,3
667,30756,city_21,0.624,,Has relevent experience,Full time course,Graduate,STEM,,43,11,,0
668,22625,city_21,0.624,,Has relevent experience,No enrollment,Graduate,STEM,Public Sector,79,5,250.0,2
669,22057,city_21,0.624,Male,Has relevent experience,No enrollment,Graduate,STEM,Pvt Ltd,69,5,250.0,3
670,20635,city_21,0.624,,No relevent experience,Part time course,Graduate,STEM,Pvt Ltd,80,1,10500.0,1
671,1588,city_160,0.92,,No relevent experience,Full time course,High School,,Pvt Ltd,53,1,750.0,1
672,234,city_103,0.92,Male,Has relevent experience,No enrollment,Graduate,STEM,Pvt Ltd,151,11,250.0,2
673,18752,city_33,0.4479999999999999,Male,Has relevent experience,No enrollment,Masters,STEM,,40,9,,1
674,18128,city_16,0.91,Male,Has relevent experience,No enrollment,Masters,STEM,Pvt Ltd,112,10,75.0,1
675,18260,city_159,0.843,Male,Has relevent experience,No enrollment,Graduate,STEM,,6,10,,2
676,19332,city_103,0.92,,Has relevent experience,No enrollment,Graduate,STEM,Public Sector,12,16,2500.0,3
677,9564,city_103,0.92,,Has relevent experience,No enrollment,Graduate,STEM,Pvt Ltd,72,9,2500.0,3
678,5685,city_114,0.926,Male,Has relevent experience,No enrollment,Masters,STEM,Pvt Ltd,53,21,30.0,5
679,18063,city_105,0.794,,Has relevent experience,No enrollment,Graduate,STEM,Pvt Ltd,73,3,75.0,1
680,27124,city_103,0.92,Male,Has relevent experience,No enrollment,Graduate,STEM,Public Sector,4,21,10500.0,5
681,3395,city_53,0.74,Male,No relevent experience,Full time course,High School,,,127,3,,1
682,22310,city_103,0.92,Female,Has relevent experience,No enrollment,Graduate,STEM,Pvt Ltd,85,5,10500.0,1
683,15977,city_175,0.7759999999999999,Male,No relevent experience,Full time course,High School,,,27,2,8.0,1
684,4917,city_103,0.92,Male,Has relevent experience,Part time course,Graduate,STEM,Public Sector,128,5,10500.0,5
685,19102,city_9,0.743,Male,Has relevent experience,Full time course,,,Funded Startup,128,19,30.0,2
686,23275,city_103,0.92,,No relevent experience,Full time course,High School,,,7,5,,1
687,13157,city_103,0.92,Male,Has relevent experience,Part time course,Graduate,STEM,,40,11,,1
688,13269,city_103,0.92,Male,Has relevent experience,No enrollment,Graduate,Humanities,NGO,170,7,2500.0,1
689,29977,city_21,0.624,,Has relevent experience,Full time course,Graduate,STEM,,72,9,,1
690,20571,city_114,0.926,Male,Has relevent experience,No enrollment,Masters,STEM,Pvt Ltd,39,10,10500.0,1
691,23883,city_128,0.527,Male,Has relevent experience,Part time course,Masters,STEM,Public Sector,70,16,7500.0,5
692,33033,city_103,0.92,Male,Has relevent experience,No enrollment,Graduate,Humanities,,12,3,,1
693,10579,city_101,0.5579999999999999,,Has relevent experience,Full time course,Graduate,STEM,Pvt Ltd,118,5,750.0,
694,5258,city_21,0.624,,No relevent experience,Full time course,Graduate,STEM,Pvt Ltd,25,4,2500.0,2
695,853,city_103,0.92,,Has relevent experience,No enrollment,Graduate,STEM,Public Sector,11,10,250.0,2
696,27245,city_21,0.624,Male,Has relevent experience,No enrollment,Masters,STEM,Pvt Ltd,36,16,2500.0,1
697,30670,city_103,0.92,Female,Has relevent experience,No enrollment,Graduate,STEM,,43,6,,1
698,22497,city_26,0.698,Other,Has relevent experience,Part time course,High School,,,41,5,250.0,1
699,3218,city_102,0.804,Male,Has relevent experience,No enrollment,Graduate,STEM,Pvt Ltd,33,16,250.0,1
700,464,city_114,0.926,,No relevent experience,Full time course,High School,,Pvt Ltd,76,20,,0
701,15770,city_160,0.92,Male,Has relevent experience,No enrollment,High School,,Funded Startup,58,21,30.0,5
702,18264,city_114,0.926,Female,Has relevent experience,No enrollment,Primary School,,Pvt Ltd,54,21,30.0,5
703,32066,city_21,0.624,,Has relevent experience,No enrollment,Graduate,STEM,Pvt Ltd,78,1,250.0,1
704,11386,city_103,0.92,Male,Has relevent experience,No enrollment,Masters,STEM,,66,10,,3
705,17502,city_136,0.897,Male,Has relevent experience,No enrollment,Graduate,STEM,,107,5,,1
706,32273,city_21,0.624,,Has relevent experience,Full time course,Masters,STEM,Pvt Ltd,35,8,75.0,1
707,27543,city_65,0.802,Male,Has relevent experience,No enrollment,Graduate,STEM,Pvt Ltd,53,21,30.0,1
708,16317,city_21,0.624,Male,Has relevent experience,Full time course,Graduate,STEM,Pvt Ltd,18,3,250.0,2
709,2852,city_67,0.855,Male,Has relevent experience,No enrollment,Masters,STEM,Pvt Ltd,30,16,250.0,2
710,5056,city_103,0.92,Male,No relevent experience,Full time course,Masters,Humanities,Public Sector,106,21,10500.0,2
711,17504,city_160,0.92,Other,No relevent experience,No enrollment,Graduate,STEM,,3,0,,0
712,24585,city_21,0.624,,Has relevent experience,No enrollment,Graduate,STEM,Pvt Ltd,55,8,250.0,1
713,11734,city_134,0.698,,No relevent experience,,Primary School,,,196,6,,0
714,16675,city_67,0.855,Male,Has relevent experience,No enrollment,Masters,STEM,Pvt Ltd,40,5,10500.0,1
715,23344,city_11,0.55,Male,Has relevent experience,No enrollment,Masters,STEM,,324,9,,2
716,21786,city_57,0.866,Male,No relevent experience,No enrollment,Masters,STEM,Pvt Ltd,14,6,8.0,5
717,31079,city_21,0.624,Male,Has relevent experience,No enrollment,Masters,STEM,Pvt Ltd,8,2,75.0,0
718,33251,city_114,0.926,Male,Has relevent experience,,Masters,STEM,Pvt Ltd,76,21,10500.0,5
719,7805,city_114,0.926,Male,Has relevent experience,No enrollment,Graduate,STEM,Pvt Ltd,47,18,250.0,1
720,8911,city_103,0.92,Male,Has relevent experience,No enrollment,Graduate,STEM,,9,21,,5
721,7315,city_26,0.698,Male,Has relevent experience,Full time course,Graduate,STEM,,37,11,8.0,2
722,28132,city_77,0.83,Male,No relevent experience,Full time course,Graduate,STEM,,53,6,,1
723,8367,city_104,0.924,Male,Has relevent experience,No enrollment,Graduate,STEM,,110,21,,5
724,27909,city_104,0.924,Male,No relevent experience,Full time course,High School,,Funded Startup,54,10,30.0,3
725,32320,city_160,0.92,Male,Has relevent experience,No enrollment,Graduate,STEM,Public Sector,182,17,30.0,1
726,15441,city_114,0.926,Male,Has relevent experience,No enrollment,Graduate,STEM,Pvt Ltd,146,18,75.0,1
727,25999,city_65,0.802,Male,No relevent experience,Full time course,Graduate,STEM,,40,4,,1
728,20169,city_103,0.92,,No relevent experience,Full time course,High School,,,24,3,,0
729,11682,city_104,0.924,Male,No relevent experience,Full time course,Masters,STEM,,42,3,,1
730,26581,city_1,0.847,Male,Has relevent experience,No enrollment,Graduate,STEM,,18,5,75.0,2
731,14832,city_11,0.55,,Has relevent experience,No enrollment,Graduate,STEM,Public Sector,20,8,8.0,1
732,18023,city_70,0.698,Male,Has relevent experience,Part time course,Graduate,STEM,Pvt Ltd,48,4,10500.0,1
733,18963,city_16,0.91,Male,Has relevent experience,Part time course,High School,,Pvt Ltd,116,4,30.0,1
734,9105,city_123,0.738,Female,Has relevent experience,Part time course,Graduate,Other,Pvt Ltd,42,4,75.0,2
735,18344,city_21,0.624,Male,No relevent experience,,Graduate,STEM,,45,0,,0
736,576,city_103,0.92,Male,Has relevent experience,No enrollment,Graduate,STEM,Pvt Ltd,22,21,250.0,2
737,2656,city_114,0.926,Male,No relevent experience,Full time course,Masters,STEM,Public Sector,50,8,250.0,1
738,16881,city_103,0.92,Male,Has relevent experience,No enrollment,Phd,STEM,Pvt Ltd,25,21,75.0,1
739,30245,city_11,0.55,Male,No relevent experience,Full time course,High School,,,76,4,,0
740,9630,city_103,0.92,Male,Has relevent experience,No enrollment,Graduate,STEM,Pvt Ltd,43,21,2500.0,5
741,3580,city_103,0.92,Male,Has relevent experience,No enrollment,Graduate,STEM,Pvt Ltd,70,21,10500.0,2
742,14773,city_16,0.91,Male,Has relevent experience,No enrollment,High School,,,12,8,,2
743,31238,city_116,0.743,Male,Has relevent experience,No enrollment,Graduate,STEM,Pvt Ltd,2,8,250.0,1
744,1633,city_89,0.925,,Has relevent experience,No enrollment,Graduate,STEM,Pvt Ltd,111,21,7500.0,5
745,1995,city_136,0.897,,No relevent experience,Full time course,Graduate,STEM,,70,4,,
746,30587,city_160,0.92,Male,Has relevent experience,No enrollment,Graduate,No Major,Pvt Ltd,71,3,75.0,1
747,32369,city_98,0.949,Male,Has relevent experience,No enrollment,Graduate,STEM,Pvt Ltd,83,11,75.0,1
748,3722,city_21,0.624,Male,No relevent experience,Part time course,High School,,,12,2,,0
749,10721,city_114,0.926,Male,No relevent experience,No enrollment,Phd,Humanities,Public Sector,232,10,750.0,5
